state_id,dataset,model_id,subset_size,permutation_count,js_drift,bit_l1_drift,hidden_relative_l2_drift,set_disagreement
state:b58f54f32d6e7c42c239ccf8,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.00016600263044143956,0.015826450453864178,0.04701641141537215,0.08888888888888868
state:0f5fad1b9ca64ef041621a6e,vsr,google/gemma-4-E4B-it,3,6.0,0.0012689122229593958,0.052115983433193645,0.08394488552198176,0.11999999999999977
state:0a705d86edf2995266ecec8a,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,3.1492731380179684e-06,0.0006585782393813133,0.027038716415665364,0.16666666666666663
state:492784582a86dfba75ec4224,pope,google/gemma-4-E4B-it,2,2.0,1.1259768894756521e-05,0.004089701762495679,0.021123203380824088,0.0
state:0f27e0aa034d9a655e8f95da,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,1.5967567875788942e-05,0.0021198840822762573,0.029967152733485658,0.05555555555555547
state:8e77baddd7a69bcab71c5918,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,4,10.0,4.741160595828787e-05,0.007586308745667335,0.029029360150052048,0.05925925925925901
state:92d77f46e69fab775ebf3cff,hallusionbench,google/gemma-4-E4B-it,3,6.0,5.5132979721943174e-05,0.0030101162071029344,0.05020926340347492,0.2222222222222221
state:7a554fac3df76b9a7dbdc8d0,pope,google/gemma-4-E4B-it,3,6.0,7.110129027611921e-06,0.0007000619856019694,0.034837746470053145,0.09999999999999976
state:79034549a7302e5e68d20203,hallusionbench,google/gemma-4-E4B-it,4,10.0,7.685347268534498e-05,0.004571643459960342,0.04433303790379298,0.05925925925925901
state:fdb2b5cd1c00604eb2ad20c1,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0006983265338504974,0.014927649497985852,0.060965629028068555,0.3111111111111112
state:d9eb56ac11b8e3824901e5da,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,3.646058247149063e-05,0.004404685115332541,0.047118069718395196,0.16666666666666663
state:a9d1bdc2e721318590c31e77,pope,google/gemma-4-E4B-it,2,2.0,3.449175516656046e-06,0.001303822833506274,0.022622479840384156,0.16666666666666663
state:da5f99263529966fccff53a7,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.00015802753535768354,0.0406173124909401,0.03264732014645181,0.0888888888888889
state:65d097ddb38801fe59c83975,vsr,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.00016461723710923599,0.0037417737953364845,0.14590136626852448,0.14222222222222236
state:bdb4e6d51685d06e7915a35e,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,1.655541132087404e-05,0.003857801047464212,0.019755794716972076,0.0
state:02664f666ce1ee78d009df71,vizwiz,google/gemma-4-E4B-it,2,2.0,2.6480039173479955e-05,0.00021854849364899565,0.029067441023535732,0.0
state:0cdd8af92a7b53c45ae87d06,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,4.0629487217337215e-05,0.012301577255129814,0.04210458094836317,0.0
state:d412e68fb41bf7eef95c18d4,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,4.658199532451673e-06,0.016011089086532593,0.02586599964795619,0.5
state:934f61038f5bf751dbee86d0,pope,google/gemma-4-E4B-it,2,2.0,4.570485477905183e-06,0.0018130721373381675,0.024379594334215115,0.0
state:7830bac91456c04aa92a2f37,pope,google/gemma-4-E4B-it,4,10.0,9.981112344138442e-06,0.0008216412831097842,0.03654464449600273,0.09259259259259234
