state_id,dataset,model_id,subset_size,permutation_count,js_drift,bit_l1_drift,hidden_relative_l2_drift,set_disagreement,action_agreement
state:79dbd17209bf64ab49d2698e,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:ebf07c4ffb1c78e9b7a1bea1,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:8678b06a1efd480055ff4e57,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:f5bd634ca028782e0ca85242,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:82eeeb2ca28137c3d872d574,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:c0cc2bb574398d711c76e290,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:b1866aacedcfce2db6b18307,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:6cf15bdf1f4b06e2659d6cd0,hallusionbench,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:d88d4d26fc1fc47761f9a7d8,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:5563451d98e397fbc8ed914d,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:c4167bf95d4a9a54ffc7f460,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:188e46f64064e64ecfd94128,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:31a028cc373abd8fb5914a17,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:3a0c6309130d0f4a7118cc95,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:4e121fcb508aa632ac1f6f2e,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:3d84e7b7ccfccec89c411ed5,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:093a798a23930a4251ef8b9a,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:557bf9ea091958ee3cd2c966,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:d2af021f4999834b8163f184,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:043f07334f6767382f0e70be,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:86945109e4eb90a867486fe3,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:21429f22c59d1e7e84bca64b,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:7d16288ebb3b5f9ee544c2e7,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:4f708445444a2ae7580912c1,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:5d43311026956bf54dccd222,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:81b270f6d606b6a6838526c3,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:b84dec37f16b1cc8be74189e,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:4cbc89f80917a44a89b7a731,vsr,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:b7500f6c867ed486aafb5933,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:ad8660dbcb882c375e064c44,vsr,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:180e09f6b6122c36b0915d58,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:e8fcbed72bc17d5a8287fd67,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:550c4712df738b46e1a05f12,hallusionbench,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:6355f3cb658558e3e9e64f48,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:8ecdda36fe4daab61ba58e26,hallusionbench,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:3eb2f74e859403254a064c83,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:06c7dcf5510c030ad8e514ed,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:fd45e3eb50d407f914c4336d,hallusionbench,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:998925aa9ef31bbcb31b9b6c,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:029ee9119b3a2fcb35604cfc,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:0621f9ac05cdb435b4f95372,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:cad3ee9ada37ff067ece2c02,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:2e20475868623f1d2c9f7268,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:cb4598cd740ec045e730f424,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:2a41b54de3d714c54e490034,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:275978b2b8a563fef9303494,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:44f4dd486a51a7c64af22520,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:152a57e14b57fba8af8e8e43,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:8eed16321c13f92a63ee11fd,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:de69c6216f1d9ecbe8ee8d68,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:72de55d66877f49ee093ab4e,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:ef8747e38f06546216bf4ae3,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:41485f7e495b6e3eb7d335eb,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:c9a8969dfd9ddc1bff29af12,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:4f04fc07b33ca0b529b661eb,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:4814db6c212a215b51cde0e4,hallusionbench,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:3083999a59f5f815bf7b3302,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:dfbb994ebf8e7e96aca49907,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:da92c6e9ef4fc9708a682134,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:9cff9d1df39c757a33ff6c5d,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:07564ae51bdc1a91ecba525f,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:ab319839817cff4f618c50a3,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:07da28a715959c950fc92185,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:b8b4eb2fd7793f322493fc6f,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:ba2055c02384ac045a886884,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:023374b2abb9c990bccdd53a,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:7d1727696c0fda7d86c17f3e,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:bf9a9b22ce9ff960587797a5,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:96982e2bdd3f99f2951d3cc9,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:92f4cb13d758b2c4074a840f,vsr,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:4c4868af3d0600bb616a1e5c,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:2e4515a66fc2846a50848851,hallusionbench,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:2300d5a5f5b7d2bad8a82692,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:97969de3f7564780f264a768,hallusionbench,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:fe55e0fabaefa0257f67efa2,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:6f50d62ecbf5d3e58bf028c6,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:a3b62660bb1b5dd78052432c,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:779cb32510f9e3167cde10fe,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:f7625662a02aed7b1b6aadbe,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:20e8c2e0206947966da8d3cc,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:87358a3287e389754cab630c,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:75a1a42be20ba408759ad0b6,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:a5bde3b6d4ae713c4e8728aa,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:f24c67788b5ef90ce1108c24,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:351d1c6be4f945786b02d278,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:98d99e3bd2c7a2f6fb50a01a,hallusionbench,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:204bd2fd1f80aeeff2034342,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:68418eb4351915b42ca7768e,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:c0b883d56ac7c7436257a9e3,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:79f5a32dc74981924e55aa31,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:dcf1d7b9ffe63825ead75cc8,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:8cefb60928ce3c2615e50f6d,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:c547daa802cf2a0f848e58b4,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:9739cf4679cb5b7cf8129954,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:ef535d9bbd80f7045dd1179a,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:b48a9a946d9233af787ab2f5,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:88eee6bb9dc6790367d1b1d8,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:a539c298e49b724b43e99ba5,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:2fe0ab53f6beedd58f56adb2,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:234401aa4215257ff8e29b92,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:46e30f34cf09c7e163d5035f,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:e90df578dffe2dbf359dbb5a,hallusionbench,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:0632ab0f3dd44738e6566f32,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:e8e3e9a94204e7bdb66bbc0b,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:bd4b8a450ad799bdaba4d5e7,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:d9ebbde0634f7a989f9cf513,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:78bc8b4a957388f407b464fa,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:6654e4fbcb5b8aa3c54d0694,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:024b8684c248922dd5091a8e,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:15390e2b63c865b479ab74f0,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:f557445cb63852fd96826e09,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:8216a42fc95b67c79f206707,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:6c2064a63f1f89e30da7c68e,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:9bd9865dab8d71fd0bee5b06,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:925399352612945a5db41e36,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:0d899fab89c09f61b482e751,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:66b0ba22d0ba5661090ec7fb,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:984ce19f99948ee1beaae733,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:ea74543c2b976623b17e37b8,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:d40155340969b8d9b5314496,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:381fc397b0bd6c6aa095c62d,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:1b4259119a0c8fb160db2ec2,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:90c710b88b3488b2c77d3daf,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:5b9645ecc7d15b8911da5fa3,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:573f9db166518f48fb95d269,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:0a8bf259ab235f714c0e1172,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:3cce65f5915b8758d8500b92,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:966084b94508cf644a206b70,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:99f346fabb1dffc3dcdac03e,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:b71d6550d80d02c3913cf9a0,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:42f3486b6ed08b8ea31f5d04,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:c9cb17bc24b3d048cbe4e98c,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:6a3ab37ae8486a26fc4f536b,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:0f70fccea50a27dc9001d6a0,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:348e3855ebb3a90792133508,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:162665663a6b0c112a706e72,hallusionbench,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:84abe6cad57d3ebb2b0e3d2e,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:5152ff1e14eedcb1f85d36db,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:118bd7960e17eaed9e7d82e5,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:0d5763cb123e18530cc12cc4,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:e0e1454b0e9469744872231c,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:e7d07305935784ad00cf934d,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:f2ddd75c110f9cf2adb9fc52,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:be6ff5dbd8196bb9759de37d,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:2261c5613bbb0595fc389791,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:f361c60c92fb6fbefaf0f039,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:4afe29fb1f17c9f7a5a03aa7,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:514193a48ba04f6ab776102c,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:5962e727314ab2a24aeaea4e,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:12ffbb535651060306b59084,hallusionbench,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:86965a6e807e8ef97fc95a95,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:7423d137335078b038bcc3c7,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:759ec59c2f33973bdc3b669d,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:155df78a7e8518cd5fb89d82,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:4fa2c716afb9413904379778,hallusionbench,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:a712740cbab2b462ce7dc3c4,vsr,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:b0f776e3adfedd8668aaac4c,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:84ff113c763f975c1e8a137c,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:e8183a11d652f82dc01edd44,hallusionbench,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:255e6a4d5738bc2eb0c1add4,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:470ac70c7720a4452d87db58,hallusionbench,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:3a970dd152b053e1cb6878ba,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:b53b5e00eb2564b22c7d7b34,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:553390fe01f03e85fce602df,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:c139c460f059801412c16e89,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:0e598657180c424dc8849888,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:662c8cac689b7c0b0e9e617e,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:86c6587c207fc8c8d5f67f3d,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:75c6cc3453679cc84b189704,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:9dc9d7f1419291237b9dedfd,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:2c315cd9b10be51efbc053e9,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:d1973b1c2954b6aee0d3fa3d,hallusionbench,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:514c595b3ebc7e28bf15c227,vsr,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:38f2872156204c7a0b3abf52,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:b6496cdaf432100e663d7ef5,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:81df75354237bd9e422bc88b,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:c0c07b9fd6eb548c0d863385,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:90f84acb011f21a98f58cba0,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:1330d4911c6456885b3e4217,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:2a2df82a669cf46e79955e8f,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:c7ae3745d37d7de18af3afd8,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:1053b499065f75f94d10bbcf,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:26815a8c9848d3d3e64b8a73,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:234e29a33456a1eba34eced2,hallusionbench,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:ceac9dc98871efaf50e0e157,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:afb8a0d68a67e68880a4140d,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:bfbd1c932749905bc0b1a544,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0,1.0
state:6290e7597414122820557f08,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:4bf63e1a32db7a3641b49bcd,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:4531ae0d9bbf383cfef967b2,hallusionbench,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:bb38b959909b57210caeb6f1,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:4a2e2e877ac28a6559fdcbe6,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:e9607993a8e86cf12dccd704,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:90284c6acfa18a5ea0d6e0f0,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0,1.0
state:ad3fa020d5967ba61941a9fc,vsr,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0,1.0
state:68d592e5bb5af7ec10120714,hallusionbench,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:0645eb64ffbddedaad7725e4,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:07245ec0f34de4a84859f795,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:11f70c278a2742b3f4e39dd7,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:7ccee8cbf996209479d0003f,hallusionbench,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:e5a9c4c69a02528f908b6634,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:19723bf625099d3c6fa77537,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0,1.0
state:236169d130ad0ee08e15700e,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0,1.0
state:2a18c85eef6ee7d46c7caa6d,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:a6b7d47c0b412cf2460eefee,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
state:347d9f18f033aa95a2645092,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0,1.0
