state_id,dataset,model_id,subset_size,permutation_count,js_drift,bit_l1_drift,hidden_relative_l2_drift,set_disagreement
state:f257f7f3ab1accea5121412a,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0006723166884628437,0.03665228151819772,0.09197518587975734,0.11111111111111127
state:4d8d66257ef8edcab4b7b323,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0003104907840117708,0.018401446907470625,0.15590059253284003,0.1777777777777778
state:7b072b4699dfe39030f75685,pope,google/gemma-4-E4B-it,4,10.0,0.00025147221663985675,0.016679348684847356,0.07305308951766094,0.0
state:47c44df1a8424437da7eb749,vizwiz,google/gemma-4-E4B-it,4,10.0,1.5794279767322206e-07,0.001833840608596793,0.07192342499016527,0.0
state:075794ba1ee04f5dba765865,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,4.354144184145997e-06,0.012903586030006409,0.008269040371961862,0.0
state:5e50f79e20f34529595f2e26,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0026103149192440293,0.14130949527025222,0.10090201047275486,0.0
state:6fea5f261a0fb529290185b4,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,1.4483276588286085e-05,0.003465938433590875,0.094173643409713,0.30000000000000004
state:8003d3e5580d85475d97e76e,vizwiz,google/gemma-4-E4B-it,4,10.0,1.002094890135744e-06,0.007138627767562866,0.012246557636519774,0.0
state:fc1d2993b0a31492ec0643e0,vsr,google/gemma-4-E4B-it,2,2.0,0.00012726596798150983,0.021832339465618134,0.03216707118315895,0.0
state:fe32b8c144c78bef8e97dfa2,pope,google/gemma-4-E4B-it,4,10.0,1.5364039106640917e-05,0.0017434077616780951,0.0800820739035143,0.23333333333333328
state:de54a4e2487a1ea64579c38d,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,1.8265462574736926e-05,0.006947686430066824,0.01772405077481319,0.0
state:168d6c600d1903bac00fa1c0,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0011081319611609066,0.0012750975147355348,0.051778288263238936,0.0
state:2fc71b8e5a6c76bd9426acad,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.005492181033070586,0.027204818195766867,0.09062644491241821,0.0
state:cda58d95bd296eefd45abcb2,pope,google/gemma-4-E4B-it,2,2.0,4.248810066689212e-05,0.005495084682479501,0.08482808742923507,0.0
state:0e6795bccbdb64d21d680052,pope,google/gemma-4-E4B-it,2,2.0,0.00022868338751083324,0.008492509834468365,0.05034186007753623,0.0
state:b0ac5cb0738aef0498f6c327,pope,google/gemma-4-E4B-it,4,10.0,6.776055911036334e-05,0.00293477606959641,0.08945642061150823,0.2777777777777778
state:8a77971e7d8df9a13906b0da,pope,google/gemma-4-E4B-it,3,6.0,0.0002507329597269857,0.02395519878094395,0.07175163476157072,0.0
state:e653d02603709131f7a2a152,pope,google/gemma-4-E4B-it,2,2.0,0.00024769916445836976,0.02702613506698981,0.07467060094430329,0.0
state:91eaf0db6537573f0b8b88a3,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,1.7758180202625965e-05,0.0023709454340860247,0.09775334150059475,0.23333333333333328
state:3cd6643f949c2b85ff9b79fd,vizwiz,google/gemma-4-E4B-it,4,10.0,9.83195760628264e-05,0.03571259155869484,0.07997004397806287,0.0
state:576dd9dd77b80ab8864cc72c,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0028075241127614994,0.07310825055465103,0.13976663860209523,0.17777777777777792
state:8a36759884bd77f1cfef6bdd,pope,google/gemma-4-E4B-it,2,2.0,1.983271113329328e-05,0.014552803710103035,0.02691784152095091,0.0
state:76635f1978c2cd95c9ff7cde,vsr,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.00021613052263689918,0.01904528122395277,0.04611150607188656,0.0
state:4df1e1838ab912bfef30d398,pope,google/gemma-4-E4B-it,3,6.0,0.0004366953036931492,0.030092122964560986,0.05836234282711366,0.0
state:c574790453537e990186e230,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.001257650059301177,0.02906930074095726,0.07777324999529649,0.06666666666666654
state:d17afbda13661a1467d3d32e,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,6.541367699968364e-06,0.0015331802424043417,0.02238033994303569,0.0
state:152ed26948716d14edf42e5a,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,6.331277015190713e-05,0.012418114903589907,0.09511481109975788,0.0
state:21a8377920f50ace6629df49,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.01191950291827495,0.011378948140190914,0.06878124289152189,1.0
state:6d5ec285a2a13cc5def3511e,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.00014378074229306475,0.009533577538806829,0.09709814596630813,0.0
state:593ae8dd2b1e840d8dadd645,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.00034795357905316416,0.028622449841350317,0.07665115078933753,0.0
state:ca6a9383edbbc330181c6d5f,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,1.3708799841649698e-05,0.007087240926921368,0.017987860029594134,0.0
state:e724617eb2e304c402771112,vizwiz,google/gemma-4-E4B-it,2,2.0,2.4733736388341454e-05,0.06334063573740423,0.11933689232610036,0.0
state:8ff0143d4c9ae6160c6a0313,pope,google/gemma-4-E4B-it,2,2.0,0.000255595577381289,0.020345663651823997,0.047742615126412515,0.0
state:78d85ac3db43774d76dfd8ad,vizwiz,google/gemma-4-E4B-it,2,2.0,2.414967694449182e-05,0.018856281763873994,0.10601381471487338,0.0
state:ae654f50a398c5ee578f89ab,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0002045581419385935,0.011100125017692353,0.13948597863201712,0.0
state:548c499abd4b7693fef8e781,pope,google/gemma-4-E4B-it,2,2.0,9.846564614119713e-06,0.0076320599764585495,0.01895895641893701,0.0
state:10ac43d02e2f1a02c018e2dd,pope,google/gemma-4-E4B-it,4,10.0,0.0002787077717509729,0.017695209160447128,0.07611624069752153,0.0
state:b27c2f87275bda3588c1fa72,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.00033321632649629707,0.025950818400209148,0.15185858953683562,0.0
state:f22a80974789f41f86f3e425,vizwiz,google/gemma-4-E4B-it,2,2.0,0.00021650192634900973,0.06117948144674301,0.050089826710965596,0.0
state:3d452023f0b850181e7c8b18,vizwiz,google/gemma-4-E4B-it,2,2.0,6.434583120700544e-08,0.02932220697402954,0.04172812018905369,0.0
state:2ebec2d93c3f07e39dbf8b86,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0003086349833676769,0.022226740269818242,0.039840031975443134,0.0
state:cff7f14ae8cd931a418b00ae,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.00013761113316421318,0.08203352361917497,0.15209029944140898,0.30000000000000004
state:31dc9559df764eced731dac8,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.00018957210436310517,0.03129354119300842,0.07292233476871396,0.5
state:60863a0ac25708e600dbe32e,vizwiz,google/gemma-4-E4B-it,3,6.0,2.185218419770412e-05,0.16040160693228245,0.1501521187403072,0.16666666666666663
state:0dae55f172524250c97feaa3,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,6.090995436521736e-05,0.012959626885130998,0.058213324072618665,0.0
state:9eac905613f56d92a9a9e92a,pope,google/gemma-4-E4B-it,4,10.0,1.0720138968670024e-05,0.0032498100493103268,0.10392477565696608,0.2666666666666667
state:0fce263adba9dde8d5fa3738,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0007812492781981165,0.02503372026607393,0.1544806922742674,0.25555555555555576
state:71b7d45e3814cad87dda0054,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,2.1922319960462213e-05,0.008022728861154392,0.09333525137068532,0.0
state:48432d9064fe4e88914a887c,vizwiz,google/gemma-4-E4B-it,3,6.0,1.9629530074429995e-06,0.05235100785891219,0.04309382137443824,0.0
state:bcf86aaeae92b4781500d549,vizwiz,google/gemma-4-E4B-it,2,2.0,0.00010092848808685444,0.004786343197338283,0.07441853762563916,0.5
state:bba726d4adf62d368c39e05a,pope,google/gemma-4-E4B-it,4,10.0,0.0032444038809540804,0.034026597182964906,0.11205744378878334,0.11851851851851847
state:2dd7b958ce780be9277b431c,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0003248987197002437,0.03110919411604603,0.05068043970095624,0.0
state:5eefd3b74bc371fb13cf4b5f,vizwiz,google/gemma-4-E4B-it,3,6.0,0.001988988643834635,0.047825722334285586,0.13874249976370998,0.30000000000000004
state:dcd0d368e2d1b14bc2664b3e,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.00014255704879908673,0.012349382415413859,0.05048046808370169,0.0
state:99836a97db1c0c7bbb98cf81,pope,google/gemma-4-E4B-it,4,10.0,0.0005192506277125024,0.02929376237094402,0.06835100468947003,0.0
state:ae0b94f118a1f1a2da41ca0e,vizwiz,google/gemma-4-E4B-it,4,10.0,3.4794115430278684e-06,0.007980787754058838,0.11960549539999349,0.0
state:01b07395b6fd99f1ea3e96e2,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,2.482440476704976e-06,0.09627004116773605,0.08601769158515038,0.0
state:675640f632c5e830d5a4522e,vsr,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0014937227514140335,0.048771209083497524,0.08758939749578146,0.0
state:f8fa04ef826fa42382818e28,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,1.645566011574002e-06,0.027356036007404327,0.036464247459389455,0.0
state:2ab6e0b0c267b0ff79e9d93a,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,4.160370179074812e-05,0.012188170764905712,0.040994694606758995,0.2666666666666667
state:13027a6fc66216aa74b0045e,vizwiz,google/gemma-4-E4B-it,3,6.0,0.00010145222565378486,0.03213434542218844,0.04497593788063199,0.0
state:24ace7038f0e6d0d6f653341,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0009024361741962266,0.041732817194424565,0.09426746335726682,0.15555555555555567
state:ae6f10dec219b5422e79ab9f,pope,google/gemma-4-E4B-it,3,6.0,0.001399639426763707,0.01620672402592997,0.1179730736663062,0.06666666666666665
state:224b48656552c7367aa97410,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0004276170431382261,0.027796919457614422,0.12284917991367694,0.0
state:b827cf19e0295a45aed287ff,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0029704614727152703,0.008765827579837718,0.08440609998988018,0.0
state:b44ef7765477e0daec2b42a1,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.00039090105291246367,0.02918547004461288,0.0727648250152993,0.0
state:fc2abcf92364a658bf93182c,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.004293634919799747,0.04314587807049976,0.17168319803615653,0.0
state:8d85c607b65c988d9f93058d,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,1.2043492699340441e-05,0.007244625025325339,0.026722715411558646,0.0
state:7c88340b4cf808c03f8d8ccf,pope,google/gemma-4-E4B-it,3,6.0,0.0009201062355631088,0.04740757771974635,0.13939368989800086,0.0
state:7123cef4e8d59913c3b48162,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,2.347292284606225e-05,0.0073516275733709335,0.08956547275925109,0.0
state:180e03933312c6e57a8f1dbd,vizwiz,google/gemma-4-E4B-it,2,2.0,0.00028602150883036133,0.04120023548603058,0.04751966622673623,0.0
state:9b1a00ef7b4e721da8fad7d3,vizwiz,google/gemma-4-E4B-it,2,2.0,4.691003778819631e-07,0.008053943514823914,0.009034741076170286,0.0
state:bea6863d3c4f6c9ff58166a6,pope,google/gemma-4-E4B-it,2,2.0,0.00023975244336139727,0.019924300257116556,0.0470036599581135,0.0
state:dda2340397b08c60bb2bc1aa,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0016734355660453786,0.056160828680731356,0.13306057206382765,0.25
state:ad0d8347eb824f4144a752a5,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.00034686462870449456,0.017753167711198326,0.058384922061448116,0.1777777777777778
state:9422e0a43bde800643d11c05,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,1.2135033026612554e-05,0.0030656009912490845,0.02330886619080141,0.5
state:90bc0f34ebb195bff49f585c,vizwiz,google/gemma-4-E4B-it,3,6.0,1.4436549060112487e-05,0.006795962651570638,0.04080875027274124,0.0
state:72ae4aeea653d98be8f37875,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,1.5545965564294353e-05,0.003602636874549932,0.09485331896459356,0.16666666666666663
state:bf31f36c2eae1466aa13cdb5,vizwiz,google/gemma-4-E4B-it,2,2.0,2.8214984798828007e-06,0.02018832415342331,0.04097817367517357,0.0
state:a29abcc7c9767cac04dcf18e,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.00015878454445651636,0.008552857328646099,0.06374808461372151,0.0
state:b435efa55fc67ff9446ff179,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,1.6411171549543182e-05,0.009747780859470367,0.010553126473750367,0.0
state:077a0ab545dedb59db9370a3,pope,google/gemma-4-E4B-it,3,6.0,0.00025066710120743874,0.01732853598271807,0.06277289211924528,0.0
state:9d0fdd9e463618eb7a0ef7fc,vizwiz,google/gemma-4-E4B-it,4,10.0,6.667544956137673e-08,0.0017645668983459206,0.056404327657377455,0.0
state:54cc22967a6d611a9f01ab6a,pope,google/gemma-4-E4B-it,4,10.0,0.00018854322310438168,0.03774385571479796,0.04015785394238228,0.0
state:a5af7bdf9c8bb70fd73c4109,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.00011219896750529918,0.012662232552732649,0.06596279010307761,0.0
