state_id,dataset,model_id,subset_size,permutation_count,js_drift,bit_l1_drift,hidden_relative_l2_drift,set_disagreement
state:f12b6fed3bd740ff863e89e2,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:9acd9da4655f446e16a65abc,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:4c4737b47fbe8a5e74fc7b99,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:24b4ee2e9355db9637b78a6d,hallusionbench,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:532a00d4f712df1929852a17,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:cf1593088044f46046817e49,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:0ede82e2b4b7c28151d853cc,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:1185efb5fd2063e4c9b8e9e7,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:e40f0553bef2d48d34d0fe9a,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:da74df0512ee8a3b71f42ae7,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:9f4d8b0386d303189f411ae5,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:80ae5c210f2cadbde2decb5b,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:780006211afc5ebad30fdfc8,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:ebfc36a3b3a43d6dad594714,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:cfed224bb5ce1ac1c2bbf352,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:875bea88abe67a1d4b589aba,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:91ea85ed4dd8346e2d6c1c50,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:2ba211307a8fb5b01803e7a2,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:3bf74282f7f59de1c457ddfb,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:cdb8125fcfc9d986bc846f46,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:f24b34a61828291d95fa5d4f,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:2d3da37c79bc409a7248d959,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:02c4fc750f3de19997eb0f8d,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:41b5879c5d6f466fcd18545f,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:96e479595cacd682299ea04c,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:e74d424a999f6a0c8d30102f,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:dce8c40dea2162ef85c1f26a,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:667e567a2da4670bfe74f1a4,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:9ce8ef37048888d330bd742f,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:f927f44b7c9e42af72fabaf7,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:258743b2627b215f2b981f9a,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:71ab5351672d964f29231989,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:10b38c3f727ce1f9aebfcd4e,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:6646302b82f1d2f4c8f84a59,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:0103f61e9c04699f7211342a,vsr,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:681b07dd654b69b9e42c6306,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:173122320874dca051911d13,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:97fd73396f24c5c77bfd4df7,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:15295aec5ca89a170fa62544,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:b41945217c3a353275d389d8,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:d0abb0ee8aa18808a4655891,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:235288249d4554bcd9d78e93,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:4da72593b11914ca378066f6,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:e9ee01ee4c9a64d02a537b40,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:4d85778240f072c61e8d0b84,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:fb328b7c6ec613c548b8f561,hallusionbench,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:c993948caf533a45af1ca133,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:b734acffb12f28912e1703b1,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:30461a25284b5943ae9a8308,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:2ec856c27f73368eb13ea7f9,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:37c61a917193afd63097f139,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:0cd372c2e083c2730a46e18d,hallusionbench,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:c011dc96d5480a028db8997c,vsr,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:9566b6524bbca33df46b0d55,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:1a0d52d1086e3f169bb8ecef,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:da413ed02f659fda7bc4a717,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:415c8dac0aedd3bbfa12af66,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:9e28f077179adb4e6d5dc58f,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:380effa70f80dfb16f184c1b,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:c9815412c6c979c7a753fc31,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:e2ffe50167e1fbc1de763f03,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:64ac66d6d1104482959352ca,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:061db9c7ed2caa5ae1e4cc4f,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:062ceb502d0a3d7f065dcd79,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:3e14eb9f57d458346c3c82b2,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:c9f2cc9d3026ba55554a9a7b,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:026e094fdcc7b788fd693e54,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:f64c537f5f204579ae389d3f,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:ee8f4068072c2abd8a57bbb6,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:ab1bdd88674c3d7b6e3c08de,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:b5c556c848356be0fff28d47,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:8f22257ebec7ee4b4b72f9d0,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:136049fb7c826c0ac14ca5fc,pope,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:986227b6375a3644eb73068d,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:c34fe6d5bf620b6d4b573b97,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:d6bc6ba56ea53fd63b11a8f0,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:1bedbde592a295cc2be4f181,vsr,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:e01207089ebcb2b23e80a127,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:38ace7cd01a516929782d1b6,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:6dbfe3e2901348e2a379f1e7,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:d274948a2b6b89e5ff67d80a,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,0.0,0.0,0.0,0.0
state:e28d798ad817c8f1b0917841,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:9c9fba2370020b6e94fc0bce,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:7ccbb63ee625220ecba1a989,pope,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:d9f543a0166a2f562e33ddde,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:2094d41875a9c5831c465663,vsr,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:90e0d21e2d52d2011e4c638a,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:548b8711d8a2557a32a24098,pope,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:09c86af74862785d6f92424d,hallusionbench,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:c0e873037aaff54979ce3278,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:f0a7c210968641da0d1f1cb5,hallusionbench,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:066138b1dac5ea5feff7ed64,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.0,0.0,0.0,0.0
state:1ea5b2f585af3c963eaf6083,vizwiz,google/gemma-4-E4B-it,2,2.0,0.0,0.0,0.0,0.0
state:93ceaa3af6d38cebb3f3dd6c,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:d78ca09ab06b75243dc93e5d,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:6dd8dc1ebfa72df6c320a219,pope,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:94fe837b061e850b376c2f2e,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
state:edb45e457cbaeea588e7a556,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.0,0.0,0.0,0.0
state:04fbbfdde4f01035608755b1,vizwiz,google/gemma-4-E4B-it,3,6.0,0.0,0.0,0.0,0.0
state:a9875e7434b3e985860ea2e9,vizwiz,google/gemma-4-E4B-it,4,10.0,0.0,0.0,0.0,0.0
