state_id,dataset,model_id,subset_size,permutation_count,js_drift,bit_l1_drift,hidden_relative_l2_drift,set_disagreement
state:e7bc7d49b3da95bc088346dd,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,0.027179240884071053,0.14322382617741822,0.10515433388967504,0.5333333333333333
state:63764a61ff0b4777417877fc,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,3.322897812134173e-05,0.016014122300677825,0.035315584304065395,0.0
state:00038b03c9ba7f8545ba9914,vizwiz,google/gemma-4-E4B-it,4,10.0,3.6876951515623464e-10,0.00014211654663085494,0.04035036370312558,0.0
state:099fb4ec110bc1bd70c25b7b,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,1.0272437259351935e-05,0.0013784170150756836,0.09628063363560904,0.5
state:ba25346cd158d27d18b49b82,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,2.589873647060293e-05,0.06022740403811135,0.12055823562366738,0.33333333333333337
state:d97bd4421760d20fac3f7e1b,vizwiz,Qwen/Qwen3-VL-8B-Instruct,3,6.0,2.1993004677914264e-07,0.001526196797688802,0.057318293766594156,0.0
state:7f05d28ecd2d255d8f2ba857,pope,google/gemma-4-E4B-it,3,6.0,0.004735830531078393,0.06423407885853925,0.11767277946289148,0.11111111111111127
state:3a8fdf10b6741b5fa6ca409e,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,8.982173759974657e-05,0.053107500672340394,0.09374748340277551,0.0
state:e34a7543c705a7902c11bdb9,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.00037341868344611446,0.008820008881027927,0.0907997826459047,0.20000000000000007
state:3d05c3ec5396bcf81e37d32c,pope,google/gemma-4-E4B-it,3,6.0,2.339222433554757e-05,0.0024068504571914673,0.09404217210435442,0.2666666666666667
state:723d74498aaac45fef61c00d,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.014107875374599064,0.25901394585768384,0.16797082233834276,0.33333333333333337
state:8588a997f8559c3735d14eec,hallusionbench,Qwen/Qwen3-VL-8B-Instruct,3,6.0,0.001503659754009494,0.05534572713077068,0.09935116277524833,0.0
state:114cc88ad2c5fcfe7767b440,vizwiz,google/gemma-4-E4B-it,3,6.0,1.1581949396959704e-08,0.0016663869222005208,0.05008136581788521,0.0
state:8e5c601835141b0317d433c2,pope,google/gemma-4-E4B-it,4,10.0,0.0002171786448500477,0.0074041749024763666,0.06979676752752655,0.32592592592592595
state:34b3d8fc1d2a894d66083ece,pope,google/gemma-4-E4B-it,4,10.0,0.0009941714984938233,0.02562103599309921,0.08161926690718291,0.0
state:ea31ce341c7f641473693b20,vizwiz,google/gemma-4-E4B-it,2,2.0,3.4896046154214674e-06,0.02101781964302063,0.028175515492120575,0.0
state:123ee26361daed4653c76834,pope,Qwen/Qwen3-VL-8B-Instruct,3,6.0,1.844193716196225e-05,0.007952099045117697,0.024385077084755073,0.0
state:87b3b15ddcf46a8a2421f364,vizwiz,Qwen/Qwen3-VL-8B-Instruct,4,10.0,1.8734679161609015e-06,0.12773158073425292,0.10693500927772681,0.0
state:c76defa5415142cf7d9d3495,pope,google/gemma-4-E4B-it,3,6.0,0.0035688638979131243,0.03413223514200404,0.12361194493674646,0.11999999999999977
state:7a42c43a1125da27a5f1930d,vizwiz,google/gemma-4-E4B-it,2,2.0,6.335234584245738e-06,0.00040702481783227995,0.06793536520181875,0.0
state:1fb24d2272d1814a772ff799,vizwiz,Qwen/Qwen3-VL-8B-Instruct,2,2.0,6.259163395708921e-05,0.009431033948203549,0.022190520175786644,0.0
state:205848e35e7110a0470f67dc,vizwiz,google/gemma-4-E4B-it,2,2.0,9.411309916218154e-11,0.00012609362602233887,0.045612351528969926,0.0
state:de616dd1eb75f95c6c2fa50a,pope,Qwen/Qwen3-VL-8B-Instruct,2,2.0,5.546718865938487e-07,0.0011860579252243042,0.00543131131740149,0.0
