condition,maximum_budget,target_coverage,metric,estimate,ci_lower,ci_upper,confidence,resamples,group_count,row_count
one_pass_distilled,3,0.9,average_set_size,4.705416666666666,4.668046102537452,4.740959546753314,0.95,2000,1048,2400
one_pass_distilled,3,0.9,mean_acquisition_cost,0.0,0.0,0.0,0.95,2000,1048,2400
one_pass_distilled,3,0.95,source_bit_macro_f1,0.5795072096247913,0.5620758561008895,0.5967053577807638,0.95,2000,1048,2400
one_pass_distilled,3,0.95,six_way_macro_f1,0.14625181094921727,0.13882114850159363,0.15395802975127143,0.95,2000,1048,2400
one_pass_distilled,3,0.95,empirical_coverage,0.92625,0.915211787782007,0.9371284779675957,0.95,2000,1048,2400
one_pass_distilled,3,0.95,average_set_size,4.718333333333334,4.682818666722888,4.752945318972659,0.95,2000,1048,2400
one_pass_distilled,3,0.95,mean_acquisition_cost,0.0,0.0,0.0,0.95,2000,1048,2400
one_pass_distilled,4,0.9,source_bit_macro_f1,0.5795072096247913,0.5620758561008895,0.5967053577807638,0.95,2000,1048,2400
one_pass_distilled,4,0.9,six_way_macro_f1,0.14625181094921727,0.13882114850159363,0.15395802975127143,0.95,2000,1048,2400
one_pass_distilled,4,0.9,empirical_coverage,0.925,0.9138651565325223,0.9362072982650765,0.95,2000,1048,2400
one_pass_distilled,4,0.9,average_set_size,4.705416666666666,4.668046102537452,4.740959546753314,0.95,2000,1048,2400
one_pass_distilled,4,0.9,mean_acquisition_cost,0.0,0.0,0.0,0.95,2000,1048,2400
one_pass_distilled,4,0.95,source_bit_macro_f1,0.5795072096247913,0.5620758561008895,0.5967053577807638,0.95,2000,1048,2400
one_pass_distilled,4,0.95,six_way_macro_f1,0.14625181094921727,0.13882114850159363,0.15395802975127143,0.95,2000,1048,2400
one_pass_distilled,4,0.95,empirical_coverage,0.92625,0.915211787782007,0.9371284779675957,0.95,2000,1048,2400
one_pass_distilled,4,0.95,average_set_size,4.718333333333334,4.682818666722888,4.752945318972659,0.95,2000,1048,2400
one_pass_distilled,4,0.95,mean_acquisition_cost,0.0,0.0,0.0,0.95,2000,1048,2400
one_pass_distilled,7,0.9,source_bit_macro_f1,0.5795072096247913,0.5620758561008895,0.5967053577807638,0.95,2000,1048,2400
one_pass_distilled,7,0.9,six_way_macro_f1,0.14625181094921727,0.13882114850159363,0.15395802975127143,0.95,2000,1048,2400
one_pass_distilled,7,0.9,empirical_coverage,0.925,0.9138651565325223,0.9362072982650765,0.95,2000,1048,2400
one_pass_distilled,7,0.9,average_set_size,4.705416666666666,4.668046102537452,4.740959546753314,0.95,2000,1048,2400
one_pass_distilled,7,0.9,mean_acquisition_cost,0.0,0.0,0.0,0.95,2000,1048,2400
one_pass_distilled,7,0.95,source_bit_macro_f1,0.5795072096247913,0.5620758561008895,0.5967053577807638,0.95,2000,1048,2400
one_pass_distilled,7,0.95,six_way_macro_f1,0.14625181094921727,0.13882114850159363,0.15395802975127143,0.95,2000,1048,2400
one_pass_distilled,7,0.95,empirical_coverage,0.92625,0.915211787782007,0.9371284779675957,0.95,2000,1048,2400
one_pass_distilled,7,0.95,average_set_size,4.718333333333334,4.682818666722888,4.752945318972659,0.95,2000,1048,2400
one_pass_distilled,7,0.95,mean_acquisition_cost,0.0,0.0,0.0,0.95,2000,1048,2400
oracle_best_subset,1,0.9,source_bit_macro_f1,0.7603243562107166,0.7471629780284187,0.7726119599907352,0.95,2000,1048,2400
oracle_best_subset,1,0.9,six_way_macro_f1,0.5774651025133805,0.5560777530209283,0.5981190697604734,0.95,2000,1048,2400
oracle_best_subset,1,0.9,empirical_coverage,0.915,0.9022833137663961,0.9259266962469958,0.95,2000,1048,2400
oracle_best_subset,1,0.9,average_set_size,3.1841666666666666,3.1120516344625004,3.25432850918145,0.95,2000,1048,2400
oracle_best_subset,1,0.9,mean_acquisition_cost,0.9979166666666667,0.9954432477216238,0.9995871266007691,0.95,2000,1048,2400
oracle_best_subset,1,0.95,source_bit_macro_f1,0.7603243562107166,0.7471629780284187,0.7726119599907352,0.95,2000,1048,2400
oracle_best_subset,1,0.95,six_way_macro_f1,0.5774651025133805,0.5560777530209283,0.5981190697604734,0.95,2000,1048,2400
oracle_best_subset,1,0.95,empirical_coverage,0.9820833333333333,0.9762297046604258,0.9873843566021867,0.95,2000,1048,2400
oracle_best_subset,1,0.95,average_set_size,3.745,3.6879008890818485,3.799345063325724,0.95,2000,1048,2400
oracle_best_subset,1,0.95,mean_acquisition_cost,0.9979166666666667,0.9954432477216238,0.9995871266007691,0.95,2000,1048,2400
oracle_best_subset,2,0.9,source_bit_macro_f1,0.8975450996491198,0.888702727273119,0.9058201788422754,0.95,2000,1048,2400
oracle_best_subset,2,0.9,six_way_macro_f1,0.7139157143313315,0.6949259805849363,0.7316243532697808,0.95,2000,1048,2400
oracle_best_subset,2,0.9,empirical_coverage,0.9125,0.9010702037252983,0.9237797471513799,0.95,2000,1048,2400
oracle_best_subset,2,0.9,average_set_size,2.78375,2.704026353930808,2.8600233934407315,0.95,2000,1048,2400
oracle_best_subset,2,0.9,mean_acquisition_cost,1.9795833333333333,1.9729606038546867,1.985416970233139,0.95,2000,1048,2400
oracle_best_subset,2,0.95,source_bit_macro_f1,0.8975450996491198,0.888702727273119,0.9058201788422754,0.95,2000,1048,2400
oracle_best_subset,2,0.95,six_way_macro_f1,0.7139157143313315,0.6949259805849363,0.7316243532697808,0.95,2000,1048,2400
oracle_best_subset,2,0.95,empirical_coverage,0.99625,0.99363854184217,0.9983552631578947,0.95,2000,1048,2400
oracle_best_subset,2,0.95,average_set_size,4.75125,4.684925005431897,4.816516213483824,0.95,2000,1048,2400
oracle_best_subset,2,0.95,mean_acquisition_cost,1.9795833333333333,1.9729606038546867,1.985416970233139,0.95,2000,1048,2400
oracle_best_subset,3,0.9,source_bit_macro_f1,0.9537512083259249,0.947136355042197,0.9598987079054756,0.95,2000,1048,2400
oracle_best_subset,3,0.9,six_way_macro_f1,0.7439570319795074,0.7277783897203632,0.7597895303498742,0.95,2000,1048,2400
oracle_best_subset,3,0.9,empirical_coverage,0.91875,0.9074851971714436,0.9298773723161324,0.95,2000,1048,2400
oracle_best_subset,3,0.9,average_set_size,2.8008333333333333,2.722958226607107,2.8753172029569236,0.95,2000,1048,2400
oracle_best_subset,3,0.9,mean_acquisition_cost,2.9404166666666667,2.927498814921682,2.9519234822934233,0.95,2000,1048,2400
oracle_best_subset,3,0.95,source_bit_macro_f1,0.9537512083259249,0.947136355042197,0.9598987079054756,0.95,2000,1048,2400
oracle_best_subset,3,0.95,six_way_macro_f1,0.7439570319795074,0.7277783897203632,0.7597895303498742,0.95,2000,1048,2400
oracle_best_subset,3,0.95,empirical_coverage,0.9979166666666667,0.995850622406639,0.9995794873878904,0.95,2000,1048,2400
oracle_best_subset,3,0.95,average_set_size,4.367916666666667,4.295702894311856,4.438091769778133,0.95,2000,1048,2400
oracle_best_subset,3,0.95,mean_acquisition_cost,2.9404166666666667,2.927498814921682,2.9519234822934233,0.95,2000,1048,2400
oracle_best_subset,4,0.9,source_bit_macro_f1,0.9701962707941648,0.9645090436294241,0.9752268253026423,0.95,2000,1048,2400
oracle_best_subset,4,0.9,six_way_macro_f1,0.7732787782276901,0.758050935827956,0.7877209746832274,0.95,2000,1048,2400
oracle_best_subset,4,0.9,empirical_coverage,0.9433333333333334,0.9332220014478908,0.9529709148119471,0.95,2000,1048,2400
oracle_best_subset,4,0.9,average_set_size,2.935416666666667,2.85719797591699,3.010032234575356,0.95,2000,1048,2400
oracle_best_subset,4,0.9,mean_acquisition_cost,3.7929166666666667,3.771792549888076,3.812131485443772,0.95,2000,1048,2400
oracle_best_subset,4,0.95,source_bit_macro_f1,0.9701962707941648,0.9645090436294241,0.9752268253026423,0.95,2000,1048,2400
oracle_best_subset,4,0.95,six_way_macro_f1,0.7732787782276901,0.758050935827956,0.7877209746832274,0.95,2000,1048,2400
oracle_best_subset,4,0.95,empirical_coverage,0.9929166666666667,0.9894421209756711,0.9961865214053015,0.95,2000,1048,2400
oracle_best_subset,4,0.95,average_set_size,3.59875,3.5209997222029306,3.6742190483557593,0.95,2000,1048,2400
oracle_best_subset,4,0.95,mean_acquisition_cost,3.7929166666666667,3.771792549888076,3.812131485443772,0.95,2000,1048,2400
oracle_best_subset,7,0.9,source_bit_macro_f1,0.971743384824292,0.9657445537486028,0.9772132668134226,0.95,2000,1048,2400
oracle_best_subset,7,0.9,six_way_macro_f1,0.7697490548447784,0.7521856165255107,0.785005208179971,0.95,2000,1048,2400
oracle_best_subset,7,0.9,empirical_coverage,0.9895833333333334,0.9852573805814167,0.9933279121490131,0.95,2000,1048,2400
oracle_best_subset,7,0.9,average_set_size,2.9879166666666666,2.914104762993178,3.058563377921548,0.95,2000,1048,2400
oracle_best_subset,7,0.9,mean_acquisition_cost,4.6375,4.593223533788198,4.681039999715254,0.95,2000,1048,2400
oracle_best_subset,7,0.95,source_bit_macro_f1,0.971743384824292,0.9657445537486028,0.9772132668134226,0.95,2000,1048,2400
oracle_best_subset,7,0.95,six_way_macro_f1,0.7697490548447784,0.7521856165255107,0.785005208179971,0.95,2000,1048,2400
oracle_best_subset,7,0.95,empirical_coverage,0.9895833333333334,0.9852573805814167,0.9933279121490131,0.95,2000,1048,2400
oracle_best_subset,7,0.95,average_set_size,2.9879166666666666,2.914104762993178,3.058563377921548,0.95,2000,1048,2400
oracle_best_subset,7,0.95,mean_acquisition_cost,4.6375,4.593223533788198,4.681039999715254,0.95,2000,1048,2400
oracle_next,1,0.9,source_bit_macro_f1,0.7608257651879354,0.7476096368086017,0.7730351251589593,0.95,2000,1048,2400
oracle_next,1,0.9,six_way_macro_f1,0.5780108583214113,0.5567954801752638,0.5985304337404257,0.95,2000,1048,2400
oracle_next,1,0.9,empirical_coverage,0.9154166666666667,0.9027184890318815,0.9263257085321374,0.95,2000,1048,2400
oracle_next,1,0.9,average_set_size,3.18625,3.1144456453634084,3.257088087073982,0.95,2000,1048,2400
oracle_next,1,0.9,mean_acquisition_cost,0.9979166666666667,0.9954432477216238,0.9995871266007691,0.95,2000,1048,2400
oracle_next,1,0.95,source_bit_macro_f1,0.7608257651879354,0.7476096368086017,0.7730351251589593,0.95,2000,1048,2400
oracle_next,1,0.95,six_way_macro_f1,0.5780108583214113,0.5567954801752638,0.5985304337404257,0.95,2000,1048,2400
oracle_next,1,0.95,empirical_coverage,0.9816666666666667,0.9756996639236389,0.9869638351555929,0.95,2000,1048,2400
oracle_next,1,0.95,average_set_size,3.7408333333333332,3.683230441363357,3.794595799180328,0.95,2000,1048,2400
oracle_next,1,0.95,mean_acquisition_cost,0.9979166666666667,0.9954432477216238,0.9995871266007691,0.95,2000,1048,2400
oracle_next,2,0.9,source_bit_macro_f1,0.8878189226837598,0.8783462953103107,0.8967597969831118,0.95,2000,1048,2400
oracle_next,2,0.9,six_way_macro_f1,0.73235770794119,0.7153001588812069,0.7494649914449981,0.95,2000,1048,2400
oracle_next,2,0.9,empirical_coverage,0.9175,0.9061970088138775,0.9284540572012087,0.95,2000,1048,2400
oracle_next,2,0.9,average_set_size,2.8220833333333335,2.7420388792496686,2.8987613693980814,0.95,2000,1048,2400
oracle_next,2,0.9,mean_acquisition_cost,1.9708333333333334,1.9618858129462313,1.9788564567365874,0.95,2000,1048,2400
oracle_next,2,0.95,source_bit_macro_f1,0.8878189226837598,0.8783462953103107,0.8967597969831118,0.95,2000,1048,2400
oracle_next,2,0.95,six_way_macro_f1,0.73235770794119,0.7153001588812069,0.7494649914449981,0.95,2000,1048,2400
oracle_next,2,0.95,empirical_coverage,0.9958333333333333,0.9932884497264157,0.9983165690518632,0.95,2000,1048,2400
oracle_next,2,0.95,average_set_size,4.761666666666667,4.695735647506622,4.8261060136831455,0.95,2000,1048,2400
oracle_next,2,0.95,mean_acquisition_cost,1.9708333333333334,1.9618858129462313,1.9788564567365874,0.95,2000,1048,2400
oracle_next,3,0.9,source_bit_macro_f1,0.9332680923319177,0.9253589828427901,0.9410742130404212,0.95,2000,1048,2400
oracle_next,3,0.9,six_way_macro_f1,0.7718768912149606,0.7546667654686617,0.7880113367690537,0.95,2000,1048,2400
oracle_next,3,0.9,empirical_coverage,0.9429166666666666,0.9333902691207313,0.9520035015290729,0.95,2000,1048,2400
oracle_next,3,0.9,average_set_size,2.890833333333333,2.8106525133285136,2.9669262575177693,0.95,2000,1048,2400
oracle_next,3,0.9,mean_acquisition_cost,2.88625,2.8689876783160364,2.9020665461432507,0.95,2000,1048,2400
oracle_next,3,0.95,source_bit_macro_f1,0.9332680923319177,0.9253589828427901,0.9410742130404212,0.95,2000,1048,2400
oracle_next,3,0.95,six_way_macro_f1,0.7718768912149606,0.7546667654686617,0.7880113367690537,0.95,2000,1048,2400
oracle_next,3,0.95,empirical_coverage,0.9995833333333334,0.998728786604563,1.0,0.95,2000,1048,2400
oracle_next,3,0.95,average_set_size,4.427083333333333,4.354784840770488,4.495416762073272,0.95,2000,1048,2400
oracle_next,3,0.95,mean_acquisition_cost,2.88625,2.8689876783160364,2.9020665461432507,0.95,2000,1048,2400
oracle_next,4,0.9,source_bit_macro_f1,0.9343608355978231,0.9259093389584113,0.9423209652896849,0.95,2000,1048,2400
oracle_next,4,0.9,six_way_macro_f1,0.7746237118863372,0.7576651664919537,0.7901273828538737,0.95,2000,1048,2400
oracle_next,4,0.9,empirical_coverage,0.9575,0.9491663135593221,0.9650880067273676,0.95,2000,1048,2400
oracle_next,4,0.9,average_set_size,3.12625,3.050069632594417,3.196193793711704,0.95,2000,1048,2400
oracle_next,4,0.9,mean_acquisition_cost,3.4916666666666667,3.4540127991785865,3.5277394279569227,0.95,2000,1048,2400
oracle_next,4,0.95,source_bit_macro_f1,0.9343608355978231,0.9259093389584113,0.9423209652896849,0.95,2000,1048,2400
oracle_next,4,0.95,six_way_macro_f1,0.7746237118863372,0.7576651664919537,0.7901273828538737,0.95,2000,1048,2400
oracle_next,4,0.95,empirical_coverage,0.9958333333333333,0.993061224489796,0.9983009085369671,0.95,2000,1048,2400
oracle_next,4,0.95,average_set_size,3.8404166666666666,3.765236805406565,3.919304172797404,0.95,2000,1048,2400
oracle_next,4,0.95,mean_acquisition_cost,3.4916666666666667,3.4540127991785865,3.5277394279569227,0.95,2000,1048,2400
oracle_next,7,0.9,source_bit_macro_f1,0.8715541333814943,0.860024609988078,0.8826972361262887,0.95,2000,1048,2400
oracle_next,7,0.9,six_way_macro_f1,0.6871594899610908,0.6676525480315656,0.7055767203737972,0.95,2000,1048,2400
oracle_next,7,0.9,empirical_coverage,0.97375,0.967344310215016,0.9800170068027211,0.95,2000,1048,2400
oracle_next,7,0.9,average_set_size,3.4170833333333333,3.3457557428085236,3.485214710010956,0.95,2000,1048,2400
oracle_next,7,0.9,mean_acquisition_cost,3.11375,3.0510931016453644,3.1734183648476533,0.95,2000,1048,2400
oracle_next,7,0.95,source_bit_macro_f1,0.8715541333814943,0.860024609988078,0.8826972361262887,0.95,2000,1048,2400
oracle_next,7,0.95,six_way_macro_f1,0.6871594899610908,0.6676525480315656,0.7055767203737972,0.95,2000,1048,2400
oracle_next,7,0.95,empirical_coverage,0.97375,0.967344310215016,0.9800170068027211,0.95,2000,1048,2400
oracle_next,7,0.95,average_set_size,3.4170833333333333,3.3457557428085236,3.485214710010956,0.95,2000,1048,2400
oracle_next,7,0.95,mean_acquisition_cost,3.11375,3.0510931016453644,3.1734183648476533,0.95,2000,1048,2400
proactive,1,0.9,source_bit_macro_f1,0.6658520995960339,0.6483285720829214,0.682376816799937,0.95,2000,1048,2400
proactive,1,0.9,six_way_macro_f1,0.37415966056406363,0.3573950444560701,0.39098422935307464,0.95,2000,1048,2400
proactive,1,0.9,empirical_coverage,0.9466666666666667,0.9372883290511096,0.9556599888058842,0.95,2000,1048,2400
proactive,1,0.9,average_set_size,3.9466666666666668,3.8856872442125328,4.007016592901931,0.95,2000,1048,2400
proactive,1,0.9,mean_acquisition_cost,1.0,1.0,1.0,0.95,2000,1048,2400
proactive,1,0.95,source_bit_macro_f1,0.6658520995960339,0.6483285720829214,0.682376816799937,0.95,2000,1048,2400
proactive,1,0.95,six_way_macro_f1,0.37415966056406363,0.3573950444560701,0.39098422935307464,0.95,2000,1048,2400
proactive,1,0.95,empirical_coverage,0.9779166666666667,0.972220515970516,0.983764152029168,0.95,2000,1048,2400
proactive,1,0.95,average_set_size,4.275833333333333,4.2297546188322555,4.320633372449343,0.95,2000,1048,2400
proactive,1,0.95,mean_acquisition_cost,1.0,1.0,1.0,0.95,2000,1048,2400
proactive,2,0.9,source_bit_macro_f1,0.8191021265955643,0.8054794531479623,0.831963659005476,0.95,2000,1048,2400
proactive,2,0.9,six_way_macro_f1,0.48906339401222226,0.4689187281534934,0.5088161833974841,0.95,2000,1048,2400
proactive,2,0.9,empirical_coverage,0.9666666666666667,0.9589603213272608,0.9737936772046589,0.95,2000,1048,2400
proactive,2,0.9,average_set_size,3.6733333333333333,3.608128808421627,3.733529309198508,0.95,2000,1048,2400
proactive,2,0.9,mean_acquisition_cost,1.9908333333333332,1.9868860771745676,1.9945923460898503,0.95,2000,1048,2400
proactive,2,0.95,source_bit_macro_f1,0.8191021265955643,0.8054794531479623,0.831963659005476,0.95,2000,1048,2400
proactive,2,0.95,six_way_macro_f1,0.48906339401222226,0.4689187281534934,0.5088161833974841,0.95,2000,1048,2400
proactive,2,0.95,empirical_coverage,0.9979166666666667,0.9958296840237931,0.9995805369127517,0.95,2000,1048,2400
proactive,2,0.95,average_set_size,5.087916666666667,5.035268978413603,5.137120678460506,0.95,2000,1048,2400
proactive,2,0.95,mean_acquisition_cost,1.9908333333333332,1.9868860771745676,1.9945923460898503,0.95,2000,1048,2400
proactive,3,0.9,source_bit_macro_f1,0.9184379993726685,0.9093925731246485,0.92742581526764,0.95,2000,1048,2400
proactive,3,0.9,six_way_macro_f1,0.6379170014594523,0.6185339489733239,0.6557552781066478,0.95,2000,1048,2400
proactive,3,0.9,empirical_coverage,0.9729166666666667,0.9661151791984012,0.9793436301992549,0.95,2000,1048,2400
proactive,3,0.9,average_set_size,3.4275,3.3609392978631707,3.490051390493988,0.95,2000,1048,2400
proactive,3,0.9,mean_acquisition_cost,2.986666666666667,2.9807840896210376,2.9921683393522396,0.95,2000,1048,2400
proactive,3,0.95,source_bit_macro_f1,0.9184379993726685,0.9093925731246485,0.92742581526764,0.95,2000,1048,2400
proactive,3,0.95,six_way_macro_f1,0.6379170014594523,0.6185339489733239,0.6557552781066478,0.95,2000,1048,2400
proactive,3,0.95,empirical_coverage,0.9979166666666667,0.9958505362484664,0.9995798407524219,0.95,2000,1048,2400
proactive,3,0.95,average_set_size,4.837083333333333,4.777777777777778,4.897928940168203,0.95,2000,1048,2400
proactive,3,0.95,mean_acquisition_cost,2.986666666666667,2.9807840896210376,2.9921683393522396,0.95,2000,1048,2400
proactive,4,0.9,source_bit_macro_f1,0.9625353395321646,0.9566503297028538,0.9682901083243939,0.95,2000,1048,2400
proactive,4,0.9,six_way_macro_f1,0.7193148580566034,0.7017854569467521,0.7348513963218717,0.95,2000,1048,2400
proactive,4,0.9,empirical_coverage,0.9808333333333333,0.9752669096077928,0.9862043015146562,0.95,2000,1048,2400
proactive,4,0.9,average_set_size,4.102083333333334,4.028268851375129,4.176059396078705,0.95,2000,1048,2400
proactive,4,0.9,mean_acquisition_cost,3.9704166666666665,3.962485033375658,3.978117586007623,0.95,2000,1048,2400
proactive,4,0.95,source_bit_macro_f1,0.9625353395321646,0.9566503297028538,0.9682901083243939,0.95,2000,1048,2400
proactive,4,0.95,six_way_macro_f1,0.7193148580566034,0.7017854569467521,0.7348513963218717,0.95,2000,1048,2400
proactive,4,0.95,empirical_coverage,0.9983333333333333,0.9966244013000343,0.9995888326689568,0.95,2000,1048,2400
proactive,4,0.95,average_set_size,4.6275,4.562597190213878,4.691524885423789,0.95,2000,1048,2400
proactive,4,0.95,mean_acquisition_cost,3.9704166666666665,3.962485033375658,3.978117586007623,0.95,2000,1048,2400
proactive,7,0.9,source_bit_macro_f1,0.9882439872026612,0.9847046178612365,0.9913244698829211,0.95,2000,1048,2400
proactive,7,0.9,six_way_macro_f1,0.7456325201087722,0.730426860282931,0.759356199298126,0.95,2000,1048,2400
proactive,7,0.9,empirical_coverage,0.99875,0.9971050454921423,1.0,0.95,2000,1048,2400
proactive,7,0.9,average_set_size,4.543333333333333,4.46864551718991,4.620992265945335,0.95,2000,1048,2400
proactive,7,0.9,mean_acquisition_cost,5.5775,5.546743889226152,5.607647547797174,0.95,2000,1048,2400
proactive,7,0.95,source_bit_macro_f1,0.9882439872026612,0.9847046178612365,0.9913244698829211,0.95,2000,1048,2400
proactive,7,0.95,six_way_macro_f1,0.7456325201087722,0.730426860282931,0.759356199298126,0.95,2000,1048,2400
proactive,7,0.95,empirical_coverage,0.99875,0.9971050454921423,1.0,0.95,2000,1048,2400
proactive,7,0.95,average_set_size,4.543333333333333,4.46864551718991,4.620992265945335,0.95,2000,1048,2400
proactive,7,0.95,mean_acquisition_cost,5.5775,5.546743889226152,5.607647547797174,0.95,2000,1048,2400
proactive_no_stop,1,0.9,source_bit_macro_f1,0.6658520995960339,0.6483285720829214,0.682376816799937,0.95,2000,1048,2400
proactive_no_stop,1,0.9,six_way_macro_f1,0.37415966056406363,0.3573950444560701,0.39098422935307464,0.95,2000,1048,2400
proactive_no_stop,1,0.9,empirical_coverage,0.9466666666666667,0.9372883290511096,0.9556599888058842,0.95,2000,1048,2400
proactive_no_stop,1,0.9,average_set_size,3.9466666666666668,3.8856872442125328,4.007016592901931,0.95,2000,1048,2400
proactive_no_stop,1,0.9,mean_acquisition_cost,1.0,1.0,1.0,0.95,2000,1048,2400
proactive_no_stop,1,0.95,source_bit_macro_f1,0.6658520995960339,0.6483285720829214,0.682376816799937,0.95,2000,1048,2400
proactive_no_stop,1,0.95,six_way_macro_f1,0.37415966056406363,0.3573950444560701,0.39098422935307464,0.95,2000,1048,2400
proactive_no_stop,1,0.95,empirical_coverage,0.9779166666666667,0.972220515970516,0.983764152029168,0.95,2000,1048,2400
proactive_no_stop,1,0.95,average_set_size,4.275833333333333,4.2297546188322555,4.320633372449343,0.95,2000,1048,2400
proactive_no_stop,1,0.95,mean_acquisition_cost,1.0,1.0,1.0,0.95,2000,1048,2400
proactive_no_stop,2,0.9,source_bit_macro_f1,0.8189163441146903,0.8052480491199374,0.8317801994423328,0.95,2000,1048,2400
proactive_no_stop,2,0.9,six_way_macro_f1,0.48906339401222226,0.4689187281534934,0.5088161833974841,0.95,2000,1048,2400
proactive_no_stop,2,0.9,empirical_coverage,0.9658333333333333,0.9581953642384106,0.9733337563451777,0.95,2000,1048,2400
proactive_no_stop,2,0.9,average_set_size,3.6725,3.6066892336897567,3.7322794012086575,0.95,2000,1048,2400
proactive_no_stop,2,0.9,mean_acquisition_cost,2.0,2.0,2.0,0.95,2000,1048,2400
proactive_no_stop,2,0.95,source_bit_macro_f1,0.8189163441146903,0.8052480491199374,0.8317801994423328,0.95,2000,1048,2400
proactive_no_stop,2,0.95,six_way_macro_f1,0.48906339401222226,0.4689187281534934,0.5088161833974841,0.95,2000,1048,2400
proactive_no_stop,2,0.95,empirical_coverage,0.9979166666666667,0.9958296840237931,0.9995805369127517,0.95,2000,1048,2400
proactive_no_stop,2,0.95,average_set_size,5.09375,5.040811606219318,5.142215087601405,0.95,2000,1048,2400
proactive_no_stop,2,0.95,mean_acquisition_cost,2.0,2.0,2.0,0.95,2000,1048,2400
proactive_no_stop,3,0.9,source_bit_macro_f1,0.9186389693604667,0.9095702267306539,0.9276323006413377,0.95,2000,1048,2400
proactive_no_stop,3,0.9,six_way_macro_f1,0.6379170014594523,0.6185339489733239,0.6557552781066478,0.95,2000,1048,2400
proactive_no_stop,3,0.9,empirical_coverage,0.9720833333333333,0.9652744640387275,0.9786094111013313,0.95,2000,1048,2400
proactive_no_stop,3,0.9,average_set_size,3.4275,3.360427955234902,3.490535976760896,0.95,2000,1048,2400
proactive_no_stop,3,0.9,mean_acquisition_cost,3.0,3.0,3.0,0.95,2000,1048,2400
proactive_no_stop,3,0.95,source_bit_macro_f1,0.9186389693604667,0.9095702267306539,0.9276323006413377,0.95,2000,1048,2400
proactive_no_stop,3,0.95,six_way_macro_f1,0.6379170014594523,0.6185339489733239,0.6557552781066478,0.95,2000,1048,2400
proactive_no_stop,3,0.95,empirical_coverage,0.9975,0.9953935383118443,0.999176276771005,0.95,2000,1048,2400
proactive_no_stop,3,0.95,average_set_size,4.8375,4.77726180786853,4.900586663484763,0.95,2000,1048,2400
proactive_no_stop,3,0.95,mean_acquisition_cost,3.0,3.0,3.0,0.95,2000,1048,2400
proactive_no_stop,4,0.9,source_bit_macro_f1,0.9625353395321646,0.9566503297028538,0.9682901083243939,0.95,2000,1048,2400
proactive_no_stop,4,0.9,six_way_macro_f1,0.7193148580566034,0.7017854569467521,0.7348513963218717,0.95,2000,1048,2400
proactive_no_stop,4,0.9,empirical_coverage,0.9808333333333333,0.9752669096077928,0.9862043015146562,0.95,2000,1048,2400
proactive_no_stop,4,0.9,average_set_size,4.089583333333334,4.0149395925080915,4.161249295139681,0.95,2000,1048,2400
proactive_no_stop,4,0.9,mean_acquisition_cost,4.0,4.0,4.0,0.95,2000,1048,2400
proactive_no_stop,4,0.95,source_bit_macro_f1,0.9625353395321646,0.9566503297028538,0.9682901083243939,0.95,2000,1048,2400
proactive_no_stop,4,0.95,six_way_macro_f1,0.7193148580566034,0.7017854569467521,0.7348513963218717,0.95,2000,1048,2400
proactive_no_stop,4,0.95,empirical_coverage,0.9983333333333333,0.9966244013000343,0.9995888326689568,0.95,2000,1048,2400
proactive_no_stop,4,0.95,average_set_size,4.608333333333333,4.539138792409141,4.67304259042171,0.95,2000,1048,2400
proactive_no_stop,4,0.95,mean_acquisition_cost,4.0,4.0,4.0,0.95,2000,1048,2400
proactive_no_stop,7,0.9,source_bit_macro_f1,0.9945310972449599,0.9920802884126384,0.9966753989779944,0.95,2000,1048,2400
proactive_no_stop,7,0.9,six_way_macro_f1,0.7697286824384438,0.7573132627672257,0.7812631955653211,0.95,2000,1048,2400
proactive_no_stop,7,0.9,empirical_coverage,0.99875,0.9971167901457942,1.0,0.95,2000,1048,2400
proactive_no_stop,7,0.9,average_set_size,4.515416666666667,4.441157475490196,4.590373477809399,0.95,2000,1048,2400
proactive_no_stop,7,0.9,mean_acquisition_cost,6.0,6.0,6.0,0.95,2000,1048,2400
proactive_no_stop,7,0.95,source_bit_macro_f1,0.9945310972449599,0.9920802884126384,0.9966753989779944,0.95,2000,1048,2400
proactive_no_stop,7,0.95,six_way_macro_f1,0.7697286824384438,0.7573132627672257,0.7812631955653211,0.95,2000,1048,2400
proactive_no_stop,7,0.95,empirical_coverage,0.99875,0.9971167901457942,1.0,0.95,2000,1048,2400
proactive_no_stop,7,0.95,average_set_size,4.515416666666667,4.441157475490196,4.590373477809399,0.95,2000,1048,2400
proactive_no_stop,7,0.95,mean_acquisition_cost,6.0,6.0,6.0,0.95,2000,1048,2400
random,1,0.9,source_bit_macro_f1,0.6200596357025572,0.602417315698089,0.6382463447154787,0.95,2000,1048,2400
random,1,0.9,six_way_macro_f1,0.3196429806689546,0.30075184125346205,0.3371931963457258,0.95,2000,1048,2400
random,1,0.9,empirical_coverage,0.92625,0.91520412035177,0.9370278643262747,0.95,2000,1048,2400
random,1,0.9,average_set_size,4.326666666666667,4.2704132864238415,4.381164571098556,0.95,2000,1048,2400
random,1,0.9,mean_acquisition_cost,1.0,1.0,1.0,0.95,2000,1048,2400
random,1,0.95,source_bit_macro_f1,0.6200596357025572,0.602417315698089,0.6382463447154787,0.95,2000,1048,2400
random,1,0.95,six_way_macro_f1,0.3196429806689546,0.30075184125346205,0.3371931963457258,0.95,2000,1048,2400
