ablation_id,evaluation_split,augmented_max,augmented_mean,canonical_max,canonical_mean,canonical_minus_augmented_mean,comparison_average_set_size,comparison_coverage,comparison_mean_acquisition_cost,comparison_six_way_macro_f1,comparison_source_bit_macro_f1,controller_latency_ms_mean,maximum_budget,measured_examples,metric,normalized_latency_mean,reference_average_set_size,reference_coverage,reference_mean_acquisition_cost,reference_minus_comparison_average_set_size,reference_minus_comparison_coverage,reference_minus_comparison_mean_acquisition_cost,reference_minus_comparison_six_way_macro_f1,reference_minus_comparison_source_bit_macro_f1,reference_six_way_macro_f1,reference_source_bit_macro_f1,row_count,target_coverage,total_generation_latency_ms_mean
no_answer_flip,val,,,,,,2.1374643874643873,0.8938746438746439,1.9957264957264957,0.6975916746394025,0.9516946635926952,,2,,,,2.690883190883191,0.9031339031339032,1.9985754985754987,0.5534188034188037,0.0092592592592593,0.002849002849002913,0.009666626191795258,-0.0017792325247473206,0.7072583008311978,0.9499154310679478,1404,0.95,
no_answer_flip,val,,,,,,1.6958689458689458,0.8618233618233618,2.8803418803418803,0.7558700462379621,0.9729662514456477,,3,,,,1.9024216524216524,0.8133903133903134,2.990740740740741,0.20655270655270663,-0.04843304843304841,0.1103988603988606,0.026981344202430257,-7.096981683685222e-05,0.7828513904403923,0.9728952816288109,1404,0.9,
no_answer_flip,val,,,,,,2.3447293447293447,0.8981481481481481,2.8803418803418803,0.7558700462379621,0.9729662514456477,,3,,,,2.7037037037037037,0.8974358974358975,2.990740740740741,0.35897435897435903,-0.0007122507122506727,0.1103988603988606,0.026981344202430257,-7.096981683685222e-05,0.7828513904403923,0.9728952816288109,1404,0.95,
no_answer_flip,val,,,,,,1.6225071225071226,0.8547008547008547,3.5185185185185186,0.7962233910415285,0.98055427865718,,4,,,,1.8183760683760684,0.8069800569800569,3.8732193732193734,0.19586894586894577,-0.047720797720797736,0.3547008547008548,0.010241950572549507,0.003904991811772396,0.806465341614078,0.9844592704689524,1404,0.9,
no_answer_flip,val,,,,,,2.6452991452991452,0.905982905982906,3.5185185185185186,0.7962233910415285,0.98055427865718,,4,,,,2.777065527065527,0.8881766381766382,3.8732193732193734,0.1317663817663819,-0.017806267806267817,0.3547008547008548,0.010241950572549507,0.003904991811772396,0.806465341614078,0.9844592704689524,1404,0.95,
no_answer_flip,val,,,,,,1.6168091168091168,0.863960113960114,4.203703703703703,0.846269046363418,0.9931182596552309,,7,,,,1.7542735042735043,0.8162393162393162,5.061253561253562,0.1374643874643875,-0.047720797720797736,0.8575498575498584,0.003027029083113142,0.001726015895421762,0.8492960754465312,0.9948442755506527,1404,0.9,
no_answer_flip,val,,,,,,2.688746438746439,0.9180911680911681,4.203703703703703,0.846269046363418,0.9931182596552309,,7,,,,3.572649572649573,0.8867521367521367,5.061253561253562,0.883903133903134,-0.031339031339031376,0.8575498575498584,0.003027029083113142,0.001726015895421762,0.8492960754465312,0.9948442755506527,1404,0.95,
no_confidence_shift,val,,,,,,2.4266381766381766,0.8603988603988604,1.0,0.5828313659090273,0.9008351216187295,,1,,,,2.5947293447293447,0.8625356125356125,1.0,0.16809116809116809,0.002136752136752129,0.0,-0.003196327552763223,-0.0027545931825685432,0.5796350383562641,0.8980805284361609,1404,0.9,
no_confidence_shift,val,,,,,,2.7037037037037037,0.9131054131054132,1.0,0.5828313659090273,0.9008351216187295,,1,,,,3.0035612535612537,0.9131054131054132,1.0,0.29985754985755,0.0,0.0,-0.003196327552763223,-0.0027545931825685432,0.5796350383562641,0.8980805284361609,1404,0.95,
no_confidence_shift,val,,,,,,2.017094017094017,0.834045584045584,1.997150997150997,0.700180436681014,0.9471800156157392,,2,,,,2.1253561253561255,0.8376068376068376,1.9985754985754987,0.10826210826210847,0.0035612535612535856,0.0014245014245015675,0.007077864150183744,0.002735415452208678,0.7072583008311978,0.9499154310679478,1404,0.9,
